cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858879,0.000600,269.855544,1799.036957
II,0.836328,0.000584,262.770147,1751.800982
III,0.259382,0.000181,81.496431,543.309541
IV,0.182731,0.000128,57.413292,382.755280
