process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,279.688618,1864.590790
pass_cut_i_bjet,813,816,869,882,902,875,243.580629,1623.870861
pass_cut_ii_met,774,783,850,864,888,869,238.070511,1587.136740
pass_cut_iii_same_sign_dilepton,280,284,241,249,197,165,69.091165,460.607767
pass_cut_iv_mll,225,221,180,206,172,143,54.186898,361.245985
pass_cut_i_bjet_frac,0.813000,0.816000,0.869000,0.882000,0.902000,0.875000,0.870899,0.870899
pass_cut_ii_met_frac,0.774000,0.783000,0.850000,0.864000,0.888000,0.869000,0.851198,0.851198
pass_cut_iii_same_sign_dilepton_frac,0.280000,0.284000,0.241000,0.249000,0.197000,0.165000,0.247029,0.247029
pass_cut_iv_mll_frac,0.225000,0.221000,0.180000,0.206000,0.172000,0.143000,0.193740,0.193740
