cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.870899,0.000541,243.580629,1623.870861
II,0.851198,0.000529,238.070511,1587.136740
III,0.247029,0.000154,69.091165,460.607767
IV,0.193740,0.000120,54.186898,361.245985
