proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8034,7584,2947,2057
2,10000,8139,7630,3103,2201
3,10000,8509,8132,2915,1512
4,10000,8528,8124,2921,1504
5,10000,8859,8437,2960,2150
6,10000,8877,8475,2987,2180
