cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850423,0.000382,171.763432,1145.089546
II,0.811173,0.000364,163.835883,1092.239221
III,0.292109,0.000131,58.998461,393.323071
IV,0.152774,0.000069,30.856477,205.709848
