cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865136,0.000522,235.035487,1566.903246
II,0.841702,0.000508,228.669019,1524.460128
III,0.239017,0.000144,64.934705,432.898032
IV,0.184088,0.000111,50.011912,333.412750
