cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.869286,0.000626,281.607616,1877.384104
II,0.844426,0.000608,273.554205,1823.694698
III,0.272517,0.000196,88.282610,588.550736
IV,0.197268,0.000142,63.905461,426.036409
