cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.864618,0.000579,260.522063,1736.813756
II,0.838074,0.000561,252.524097,1683.493978
III,0.263128,0.000176,79.284426,528.562840
IV,0.179900,0.000120,54.206376,361.375843
