process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,301.314661,2008.764409
pass_cut_i_bjet,807,825,875,855,909,894,260.522063,1736.813756
pass_cut_ii_met,760,781,848,830,893,880,252.524097,1683.493978
pass_cut_iii_same_sign_dilepton,278,286,276,247,232,247,79.284426,528.562840
pass_cut_iv_mll,220,230,188,168,197,211,54.206376,361.375843
pass_cut_i_bjet_frac,0.807000,0.825000,0.875000,0.855000,0.909000,0.894000,0.864618,0.864618
pass_cut_ii_met_frac,0.760000,0.781000,0.848000,0.830000,0.893000,0.880000,0.838074,0.838074
pass_cut_iii_same_sign_dilepton_frac,0.278000,0.286000,0.276000,0.247000,0.232000,0.247000,0.263128,0.263128
pass_cut_iv_mll_frac,0.220000,0.230000,0.188000,0.168000,0.197000,0.211000,0.179900,0.179900
