cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851006,0.000394,177.233909,1181.559395
II,0.806731,0.000373,168.013038,1120.086923
III,0.286655,0.000133,59.700001,398.000004
IV,0.145718,0.000067,30.347890,202.319265
