proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8036,7563,2912,1949
2,10000,8109,7671,3043,2053
3,10000,8472,8043,2857,1462
4,10000,8553,8095,2877,1451
5,10000,8779,8369,2941,2031
6,10000,8768,8364,2915,2032
