proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8121,7692,2997,2071
2,10000,8190,7700,3099,2124
3,10000,8472,8067,2808,1487
4,10000,8540,8116,2888,1434
5,10000,8906,8538,2943,2164
6,10000,8903,8528,2975,2222
