proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7982,7484,2916,1823
2,10000,8115,7588,3109,1882
3,10000,8199,7757,2832,1266
4,10000,8149,7708,2760,1225
5,10000,8335,7911,2777,1816
6,10000,8377,7976,2764,1767
