cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.832656,0.000122,54.853812,365.692080
II,0.789675,0.000116,52.022327,346.815511
III,0.296732,0.000043,19.548128,130.320856
IV,0.188404,0.000028,12.411730,82.744870
