proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8085,7634,3002,2115
2,10000,8143,7644,3088,2134
3,10000,8630,8276,2893,1636
4,10000,8576,8182,2843,1501
5,10000,8955,8621,2823,2102
6,10000,8929,8615,2915,2196
