process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,331.508848,2210.058983
pass_cut_i_bjet,795,831,857,886,892,897,288.018179,1920.121192
pass_cut_ii_met,749,789,830,859,876,886,278.922109,1859.480726
pass_cut_iii_same_sign_dilepton,280,284,284,281,205,227,93.685319,624.568796
pass_cut_iv_mll,214,231,203,198,184,196,66.717119,444.780796
pass_cut_i_bjet_frac,0.795000,0.831000,0.857000,0.886000,0.892000,0.897000,0.868810,0.868810
pass_cut_ii_met_frac,0.749000,0.789000,0.830000,0.859000,0.876000,0.886000,0.841372,0.841372
pass_cut_iii_same_sign_dilepton_frac,0.280000,0.284000,0.284000,0.281000,0.205000,0.227000,0.282603,0.282603
pass_cut_iv_mll_frac,0.214000,0.231000,0.203000,0.198000,0.184000,0.196000,0.201253,0.201253
