proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8098,7609,2890,2028
2,10000,8134,7670,3157,2177
3,10000,8557,8165,2800,1496
4,10000,8569,8162,2931,1525
5,10000,8917,8566,2979,2203
6,10000,8891,8514,2979,2145
