cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847998,0.000019,8.438076,56.253837
II,0.806649,0.000018,8.026623,53.510823
III,0.289044,0.000006,2.876153,19.174354
IV,0.161850,0.000004,1.610505,10.736698
