proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8081,7608,2936,2085
2,10000,8141,7675,3024,2088
3,10000,8567,8171,2943,1584
4,10000,8605,8197,2939,1547
5,10000,8893,8519,2972,2128
6,10000,8876,8518,2897,2099
