proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8034,7554,2980,1971
2,10000,8095,7607,3094,2049
3,10000,8454,8024,2893,1380
4,10000,8482,8061,2903,1392
5,10000,8795,8311,2998,2027
6,10000,8755,8329,2894,1975
