cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.868658,0.000642,288.716635,1924.777570
II,0.851213,0.000629,282.918381,1886.122542
III,0.272101,0.000201,90.438405,602.922698
IV,0.198728,0.000147,66.051319,440.342125
