cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857562,0.000800,359.993704,2399.958024
II,0.812998,0.000758,341.286198,2275.241322
III,0.285882,0.000267,120.009767,800.065116
IV,0.145647,0.000136,61.140898,407.605986
