cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.869241,0.001095,492.551316,3283.675440
II,0.841003,0.001059,476.550444,3177.002957
III,0.283429,0.000357,160.603588,1070.690585
IV,0.199260,0.000251,112.909855,752.732370
