cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.835553,0.000419,188.760957,1258.406377
II,0.793699,0.000398,179.305548,1195.370322
III,0.288327,0.000145,65.136342,434.242277
IV,0.137592,0.000069,31.083532,207.223548
