cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.863513,0.001102,495.958155,3306.387701
II,0.842611,0.001075,483.952993,3226.353290
III,0.241700,0.000308,138.820149,925.467660
IV,0.184507,0.000235,105.971690,706.477930
