cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850328,0.000624,280.955380,1873.035865
II,0.804239,0.000591,265.727144,1771.514294
III,0.285539,0.000210,94.344470,628.963133
IV,0.153880,0.000113,50.843287,338.955246
