process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,330.408212,2202.721410
pass_cut_i_bjet,806,809,838,864,871,889,280.955380,1873.035865
pass_cut_ii_met,769,769,800,809,823,850,265.727144,1771.514294
pass_cut_iii_same_sign_dilepton,288,297,276,296,308,308,94.344470,628.963133
pass_cut_iv_mll,200,204,150,158,231,225,50.843287,338.955246
pass_cut_i_bjet_frac,0.806000,0.809000,0.838000,0.864000,0.871000,0.889000,0.850328,0.850328
pass_cut_ii_met_frac,0.769000,0.769000,0.800000,0.809000,0.823000,0.850000,0.804239,0.804239
pass_cut_iii_same_sign_dilepton_frac,0.288000,0.297000,0.276000,0.296000,0.308000,0.308000,0.285539,0.285539
pass_cut_iv_mll_frac,0.200000,0.204000,0.150000,0.158000,0.231000,0.225000,0.153880,0.153880
