cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849007,0.004411,1985.148990,13234.326598
II,0.808464,0.004201,1890.350989,12602.339924
III,0.289293,0.001503,676.424343,4509.495620
IV,0.150047,0.000780,350.840015,2338.933432
