cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852243,0.000091,41.149361,274.329076
II,0.810085,0.000087,39.113835,260.758903
III,0.287043,0.000031,13.859456,92.396377
IV,0.143310,0.000015,6.919513,46.130085
