proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8012,7538,2949,2039
2,10000,8140,7647,3068,2060
3,10000,8533,8103,2883,1436
4,10000,8512,8100,2856,1428
5,10000,8856,8476,2950,2119
6,10000,8804,8405,2895,2050
