cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.845651,0.000378,169.942271,1132.948475
II,0.802724,0.000358,161.315638,1075.437589
III,0.278110,0.000124,55.889127,372.594181
IV,0.132221,0.000059,26.571131,177.140875
