proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8069,7572,3014,2005
2,10000,8121,7612,3072,2033
3,10000,8451,8035,2746,1346
4,10000,8463,8019,2820,1295
5,10000,8819,8355,2979,2026
6,10000,8813,8399,3020,2038
