cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.831355,0.000125,56.345282,375.635211
II,0.787647,0.000119,53.382921,355.886141
III,0.292850,0.000044,19.847995,132.319964
IV,0.185505,0.000028,12.572617,83.817444
