proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8076,7595,2892,2067
2,10000,8143,7672,3058,2113
3,10000,8578,8197,2884,1634
4,10000,8553,8155,2868,1493
5,10000,8952,8618,2872,2113
6,10000,8915,8610,2845,2155
