process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,1051.103959,7007.359725
pass_cut_i_bjet,811,800,841,867,884,892,896.480280,5976.535201
pass_cut_ii_met,759,753,804,832,844,859,858.470658,5723.137722
pass_cut_iii_same_sign_dilepton,312,288,310,293,270,298,317.405144,2116.034291
pass_cut_iv_mll,225,214,175,146,208,232,170.047141,1133.647610
pass_cut_i_bjet_frac,0.811000,0.800000,0.841000,0.867000,0.884000,0.892000,0.852894,0.852894
pass_cut_ii_met_frac,0.759000,0.753000,0.804000,0.832000,0.844000,0.859000,0.816732,0.816732
pass_cut_iii_same_sign_dilepton_frac,0.312000,0.288000,0.310000,0.293000,0.270000,0.298000,0.301973,0.301973
pass_cut_iv_mll_frac,0.225000,0.214000,0.175000,0.146000,0.208000,0.232000,0.161780,0.161780
