proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8057,7622,2947,2097
2,10000,8168,7706,3128,2188
3,10000,8559,8107,2924,1549
4,10000,8555,8148,2883,1527
5,10000,8834,8455,2935,2118
6,10000,8908,8541,2949,2151
