proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8051,7616,2939,2076
2,10000,8167,7704,2944,2046
3,10000,8601,8219,2852,1608
4,10000,8556,8134,2861,1573
5,10000,8921,8580,2812,2180
6,10000,8947,8652,2844,2151
