proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8044,7611,2984,2059
2,10000,8135,7669,3007,2160
3,10000,8585,8184,2881,1583
4,10000,8573,8160,2981,1519
5,10000,8858,8494,2993,2154
6,10000,8840,8452,2943,2096
