cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855765,0.000116,52.264697,348.431315
II,0.814912,0.000111,49.769662,331.797750
III,0.293124,0.000040,17.902183,119.347884
IV,0.157715,0.000021,9.632224,64.214824
