cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844630,0.000391,175.997404,1173.316027
II,0.801534,0.000371,167.017356,1113.449038
III,0.284020,0.000132,59.181800,394.545331
IV,0.139506,0.000065,29.069099,193.793995
