process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,370.766792,2471.778615
pass_cut_i_bjet,802,828,867,850,879,885,318.450753,2123.005021
pass_cut_ii_met,764,787,828,809,840,843,303.640524,2024.270163
pass_cut_iii_same_sign_dilepton,303,300,289,290,278,302,107.333421,715.556140
pass_cut_iv_mll,221,197,140,147,204,213,53.170408,354.469389
pass_cut_i_bjet_frac,0.802000,0.828000,0.867000,0.850000,0.879000,0.885000,0.858898,0.858898
pass_cut_ii_met_frac,0.764000,0.787000,0.828000,0.809000,0.840000,0.843000,0.818953,0.818953
pass_cut_iii_same_sign_dilepton_frac,0.303000,0.300000,0.289000,0.290000,0.278000,0.302000,0.289490,0.289490
pass_cut_iv_mll_frac,0.221000,0.197000,0.140000,0.147000,0.204000,0.213000,0.143407,0.143407
