proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7994,7529,2996,1970
2,10000,8104,7584,3035,1947
3,10000,8483,8039,2811,1314
4,10000,8484,8042,2809,1313
5,10000,8753,8311,2943,1945
6,10000,8753,8308,2941,1963
