cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.871203,0.002741,1233.649269,8224.328462
II,0.836086,0.002631,1183.923221,7892.821474
III,0.297628,0.000937,421.449646,2809.664307
IV,0.187625,0.000590,265.683309,1771.222057
