proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8081,7597,2974,1921
2,10000,8085,7601,3083,1977
3,10000,8437,7958,2853,1341
4,10000,8489,8071,2852,1372
5,10000,8700,8258,2944,1947
6,10000,8720,8248,2959,1903
