cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846155,0.000485,218.291954,1455.279690
II,0.801153,0.000459,206.682300,1377.881997
III,0.285260,0.000164,73.591643,490.610954
IV,0.135599,0.000078,34.982077,233.213844
