proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8079,7604,3069,2123
2,10000,8128,7664,3103,2181
3,10000,8467,8045,2859,1462
4,10000,8559,8142,2871,1482
5,10000,8882,8485,3068,2194
6,10000,8854,8501,2975,2140
