cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849087,0.001590,715.572807,4770.485381
II,0.806882,0.001511,680.004268,4533.361789
III,0.287532,0.000538,242.319582,1615.463881
IV,0.150425,0.000282,126.771558,845.143719
