proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8025,7533,2949,1912
2,10000,8070,7584,3062,2015
3,10000,8424,7969,2890,1400
4,10000,8481,8056,2923,1371
5,10000,8737,8332,2944,1989
6,10000,8784,8344,2923,1936
