cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.845086,0.000499,224.414646,1496.097643
II,0.801008,0.000473,212.709599,1418.063992
III,0.290572,0.000171,77.162049,514.413660
IV,0.138653,0.000082,36.819585,245.463899
