proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8097,7639,2995,2115
2,10000,8177,7742,3126,2173
3,10000,8540,8150,2914,1559
4,10000,8542,8171,2939,1543
5,10000,8933,8606,3045,2311
6,10000,8919,8574,2902,2125
