cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839077,0.000051,22.783826,151.892170
II,0.798528,0.000048,21.682802,144.552016
III,0.297441,0.000018,8.076558,53.843722
IV,0.177016,0.000011,4.806591,32.043940
