process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.000000e+02,6.000000e+01,1.410998e-01,1.691180e-03,10,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.000000e+02,6.000000e+01,1.280936e-01,1.291690e-03,10,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.000000e+02,6.000000e+01,4.146423e-01,3.627070e-03,10,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.000000e+02,6.000000e+01,3.769091e-01,3.373742e-03,10,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.000000e+02,6.000000e+01,2.797697e-03,4.362551e-05,10,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.000000e+02,6.000000e+01,2.610019e-03,4.069878e-05,10,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
