cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.814426,0.627142,282213.826925,1881425.512830
II,0.768633,0.591879,266345.603778,1775637.358518
III,0.302776,0.233150,104917.448347,699449.655649
IV,0.211248,0.162670,73201.499143,488009.994290
