proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8111,7663,2933,2049
2,10000,8181,7712,3133,2183
3,10000,8592,8350,2210,1539
4,10000,8633,8392,2269,1566
5,10000,8709,8621,1296,1154
6,10000,8719,8628,1252,1114
