cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.823042,0.000058,26.088055,173.920369
II,0.780496,0.000055,24.739451,164.929671
III,0.301695,0.000021,9.562865,63.752435
IV,0.203065,0.000014,6.436570,42.910465
