process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,317.605643,2117.370951
pass_cut_i_bjet,791,814,848,832,870,866,266.886970,1779.246468
pass_cut_ii_met,751,766,801,786,826,824,252.112221,1680.748143
pass_cut_iii_same_sign_dilepton,293,300,264,275,264,293,85.527345,570.182303
pass_cut_iv_mll,189,186,120,119,177,180,37.970019,253.133462
pass_cut_i_bjet_frac,0.791000,0.814000,0.848000,0.832000,0.870000,0.866000,0.840309,0.840309
pass_cut_ii_met_frac,0.751000,0.766000,0.801000,0.786000,0.826000,0.824000,0.793790,0.793790
pass_cut_iii_same_sign_dilepton_frac,0.293000,0.300000,0.264000,0.275000,0.264000,0.293000,0.269288,0.269288
pass_cut_iv_mll_frac,0.189000,0.186000,0.120000,0.119000,0.177000,0.180000,0.119551,0.119551
