cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840309,0.000593,266.886970,1779.246468
II,0.793790,0.000560,252.112221,1680.748143
III,0.269288,0.000190,85.527345,570.182303
IV,0.119551,0.000084,37.970019,253.133462
