proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8075,7611,2921,2036
2,10000,8180,7743,3179,2203
3,10000,8525,8094,2879,1543
4,10000,8579,8170,2912,1502
5,10000,8859,8466,2919,2121
6,10000,8854,8489,2891,2064
