proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8063,7588,2949,2047
2,10000,8160,7691,3030,2099
3,10000,8551,8149,2864,1496
4,10000,8583,8179,2997,1554
5,10000,8853,8453,2952,2167
6,10000,8895,8530,2982,2194
