cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853091,0.000831,373.956998,2493.046650
II,0.813169,0.000792,356.457042,2376.380281
III,0.305984,0.000298,134.129467,894.196450
IV,0.191868,0.000187,84.106270,560.708470
