process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.225000e+02,1.000000e-02,9.302431e-01,3.211585e-03,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.225000e+02,1.000000e-02,8.497880e-01,2.916112e-03,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.225000e+02,1.000000e-02,9.798160e-01,3.815408e-03,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.225000e+02,1.000000e-02,8.855805e-01,3.345542e-03,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.225000e+02,1.000000e-02,1.983976e-02,6.424518e-05,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.225000e+02,1.000000e-02,1.850876e-02,5.993539e-05,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
