process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,482.258103,3215.054023
pass_cut_i_bjet,809,806,876,863,905,913,419.271581,2795.143874
pass_cut_ii_met,764,761,843,820,881,879,401.065549,2673.770326
pass_cut_iii_same_sign_dilepton,274,293,303,300,314,279,145.372072,969.147148
pass_cut_iv_mll,200,219,190,169,238,219,86.991087,579.940581
pass_cut_i_bjet_frac,0.809000,0.806000,0.876000,0.863000,0.905000,0.913000,0.869393,0.869393
pass_cut_ii_met_frac,0.764000,0.761000,0.843000,0.820000,0.881000,0.879000,0.831641,0.831641
pass_cut_iii_same_sign_dilepton_frac,0.274000,0.293000,0.303000,0.300000,0.314000,0.279000,0.301440,0.301440
pass_cut_iv_mll_frac,0.200000,0.219000,0.190000,0.169000,0.238000,0.219000,0.180383,0.180383
