cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.869393,0.000932,419.271581,2795.143874
II,0.831641,0.000891,401.065549,2673.770326
III,0.301440,0.000323,145.372072,969.147148
IV,0.180383,0.000193,86.991087,579.940581
