cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840940,0.001234,555.273796,3701.825308
II,0.797314,0.001170,526.467551,3509.783671
III,0.292558,0.000429,193.176471,1287.843139
IV,0.173215,0.000254,114.373734,762.491558
